id;spriteSheetAddress;spriteWidth;spriteHeight;frames;autoUpdate;looping
enemyInGrassTurretInanimatedRight;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyInGrassTurretInanimatedUp;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyInGrassTurretInanimatedLeft;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true

enemyInGrassTurretAnimatedDown;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyInGrassTurretAnimatedRight;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyInGrassTurretAnimatedUp;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyInGrassTurretAnimatedLeft;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true

enemyInGrassTurretShootingDown;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/2/25,1/2/25,2/2/25,1/2/25];true;true
enemyInGrassTurretShootingRight;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/1/25,1/1/25,2/1/25,1/1/25];true;true
enemyInGrassTurretShootingUp;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/4/25,1/4/25,2/4/25,1/4/25];true;true
enemyInGrassTurretShootingLeft;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/3/25,1/3/25,2/3/25,1/3/25];true;true

enemyInGrassTurretExplodingDown;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/6/300,1/6/300,2/6/300,3/6/300];false;false
enemyInGrassTurretExplodingRight;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/5/300,1/5/300,2/5/300,3/5/300];false;false
enemyInGrassTurretExplodingUp;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/8/300,1/8/300,2/8/300,3/8/300];false;false
enemyInGrassTurretExplodingLeft;assets/graphics/enemies/enemy_turret_in_high_grass.png;16;16;[0/7/300,1/7/300,2/7/300,3/7/300];false;false



enemyNoFeetTurretInanimatedDown;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyNoFeetTurretInanimatedRight;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyNoFeetTurretInanimatedUp;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyNoFeetTurretInanimatedLeft;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true

enemyNoFeetTurretAnimatedDown;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyNoFeetTurretAnimatedRight;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyNoFeetTurretAnimatedUp;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true
enemyNoFeetTurretAnimatedLeft;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/0/300,1/0/300,2/0/300,3/0/300,4/0/300,5/0/300,6/0/300,7/0/300];true;true

enemyNoFeetTurretShootingDown;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/2/25,1/2/25,2/2/25,1/2/25];true;true
enemyNoFeetTurretShootingRight;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/1/25,1/1/25,2/1/25,1/1/25];true;true
enemyNoFeetTurretShootingUp;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/4/25,1/4/25,2/4/25,1/4/25];true;true
enemyNoFeetTurretShootingLeft;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/3/25,1/3/25,2/3/25,1/3/25];true;true

enemyNoFeetTurretExplodingDown;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/6/300,1/6/300,2/6/300,3/6/300];false;false
enemyNoFeetTurretExplodingRight;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/5/300,1/5/300,2/5/300,3/5/300];false;false
enemyNoFeetTurretExplodingUp;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/8/300,1/8/300,2/8/300,3/8/300];false;false
enemyNoFeetTurretExplodingLeft;assets/graphics/enemies/enemy_turret_no_feet.png;16;16;[0/7/300,1/7/300,2/7/300,3/7/300];false;false




enemyDefaultPigratInanimatedDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/0/2000,1/0/750,0/0/2000,2/0/750];true;true
enemyDefaultPigratInanimatedRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/1/2000,1/1/750,0/1/2000,2/1/750];true;true
enemyDefaultPigratInanimatedLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[2/2/2000,0/2/750,2/2/2000,1/2/750];true;true
enemyDefaultPigratInanimatedUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/3/2000,1/3/750,0/3/2000,2/3/750];true;true

enemyDefaultPigratAnimatedDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/0/300,5/0/300,4/0/300,6/0/300];true;true
enemyDefaultPigratAnimatedRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/1/300,5/1/300,4/1/300,6/1/300];true;true
enemyDefaultPigratAnimatedLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[6/2/300,4/2/300,6/2/300,5/2/300];true;true
enemyDefaultPigratAnimatedUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/3/300,5/3/300,4/3/300,6/3/300];true;true

enemyDefaultPigratShootingDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/5/300,1/5/300,2/5/300];true;true
enemyDefaultPigratShootingRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/6/300,1/6/300,2/6/300];true;true
enemyDefaultPigratShootingLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/7/300,1/7/300,2/7/300];true;true
enemyDefaultPigratShootingUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/8/300,1/8/300,2/8/300];true;true

enemyDefaultPigratExplodingDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/5/300,5/5/300,6/5/300,7/5/300,8/5/300];false;false
enemyDefaultPigratExplodingRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/6/300,5/6/300,6/6/300,7/6/300,8/6/300];false;false
enemyDefaultPigratExplodingLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/7/300,5/7/300,6/7/300,7/7/300,8/7/300];false;false
enemyDefaultPigratExplodingUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/8/300,5/8/300,6/8/300,7/8/300,8/8/300];false;false



enemyInGrassPigratInanimatedDown;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/0/2000,1/0/750,0/0/2000,2/0/750];true;true
enemyInGrassPigratInanimatedRight;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/1/2000,1/1/750,0/1/2000,2/1/750];true;true
enemyInGrassPigratInanimatedLeft;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[2/2/2000,0/2/750,2/2/2000,1/2/750];true;true
enemyInGrassPigratInanimatedUp;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/3/2000,1/3/750,0/3/2000,2/3/750];true;true

enemyInGrassPigratAnimatedDown;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/0/300,5/0/300,4/0/300,6/0/300];true;true
enemyInGrassPigratAnimatedRight;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/1/300,5/1/300,4/1/300,6/1/300];true;true
enemyInGrassPigratAnimatedLeft;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[6/2/300,4/2/300,6/2/300,5/2/300];true;true
enemyInGrassPigratAnimatedUp;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/3/300,5/3/300,4/3/300,6/3/300];true;true

enemyInGrassPigratShootingDown;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/5/300,1/5/300,2/5/300];true;true
enemyInGrassPigratShootingRight;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/6/300,1/6/300,2/6/300];true;true
enemyInGrassPigratShootingLeft;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/7/300,1/7/300,2/7/300];true;true
enemyInGrassPigratShootingUp;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[0/8/300,1/8/300,2/8/300];true;true

enemyInGrassPigratExplodingDown;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/5/300,5/5/300,6/5/300,7/5/300,8/5/300];false;false
enemyInGrassPigratExplodingRight;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/6/300,5/6/300,6/6/300,7/6/300,8/6/300];false;false
enemyInGrassPigratExplodingLeft;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/7/300,5/7/300,6/7/300,7/7/300,8/7/300];false;false
enemyInGrassPigratExplodingUp;assets/graphics/enemies/enemy_pigrat_in_high_grass.png;16;16;[4/8/300,5/8/300,6/8/300,7/8/300,8/8/300];false;false



enemyNoFeetPigratInanimatedDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/0/2000,1/0/750,0/0/2000,2/0/750];true;true
enemyNoFeetPigratInanimatedRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/1/2000,1/1/750,0/1/2000,2/1/750];true;true
enemyNoFeetPigratInanimatedLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[2/2/2000,0/2/750,2/2/2000,1/2/750];true;true
enemyNoFeetPigratInanimatedUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/3/2000,1/3/750,0/3/2000,2/3/750];true;true

enemyNoFeetPigratAnimatedDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/0/300,5/0/300,4/0/300,6/0/300];true;true
enemyNoFeetPigratAnimatedRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/1/300,5/1/300,4/1/300,6/1/300];true;true
enemyNoFeetPigratAnimatedLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[6/2/300,4/2/300,6/2/300,5/2/300];true;true
enemyNoFeetPigratAnimatedUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/3/300,5/3/300,4/3/300,6/3/300];true;true

enemyNoFeetPigratShootingDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/5/300,1/5/300,2/5/300];true;true
enemyNoFeetPigratShootingRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/6/300,1/6/300,2/6/300];true;true
enemyNoFeetPigratShootingLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/7/300,1/7/300,2/7/300];true;true
enemyNoFeetPigratShootingUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[0/8/300,1/8/300,2/8/300];true;true

enemyNoFeetPigratExplodingDown;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/5/300,5/5/300,6/5/300,7/5/300,8/5/300];false;false
enemyNoFeetPigratExplodingRight;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/6/300,5/6/300,6/6/300,7/6/300,8/6/300];false;false
enemyNoFeetPigratExplodingLeft;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/7/300,5/7/300,6/7/300,7/7/300,8/7/300];false;false
enemyNoFeetPigratExplodingUp;assets/graphics/enemies/enemy_pigrat.png;16;16;[4/8/300,5/8/300,6/8/300,7/8/300,8/8/300];false;false





enemyDefaultArtilleryInanimatedUp;assets/graphics/enemies/enemy_artillery.png;16;16;[0/0/500,2/0/500,1/0/500,3/0/500];true;true
enemyDefaultArtilleryInanimatedRight;assets/graphics/enemies/enemy_artillery.png;16;16;[0/1/500,2/1/500,1/1/500,3/1/500];true;true
enemyDefaultArtilleryInanimatedDown;assets/graphics/enemies/enemy_artillery.png;16;16;[0/2/500,2/2/500,1/2/500,3/2/500];true;true
enemyDefaultArtilleryInanimatedLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[0/3/500,2/3/500,1/3/500,3/3/500];true;true

enemyDefaultArtilleryAnimatedUp;assets/graphics/enemies/enemy_artillery.png;16;16;[5/0/300,6/0/300,7/0/300,8/0/300];true;true
enemyDefaultArtilleryAnimatedRight;assets/graphics/enemies/enemy_artillery.png;16;16;[5/1/300,6/1/300,7/1/300,8/1/300];true;true
enemyDefaultArtilleryAnimatedDown;assets/graphics/enemies/enemy_artillery.png;16;16;[5/2/300,6/2/300,7/2/300,8/2/300];true;true
enemyDefaultArtilleryAnimatedLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[5/3/300,6/3/300,7/3/300,8/3/300];true;true

enemyDefaultArtilleryShootingUp;assets/graphics/enemies/enemy_artillery.png;16;16;[0/5/300,1/5/300,2/5/300,1/5/300];true;true
enemyDefaultArtilleryShootingRight;assets/graphics/enemies/enemy_artillery.png;16;16;[0/6/300,1/6/300,2/6/300,1/6/300];true;true
enemyDefaultArtilleryShootingDown;assets/graphics/enemies/enemy_artillery.png;16;16;[0/7/300,1/7/300,2/7/300,1/7/300];true;true
enemyDefaultArtilleryShootingLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[0/8/300,1/8/300,2/8/300,1/8/300];true;true

enemyDefaultArtilleryExplodingUp;assets/graphics/enemies/enemy_artillery.png;16;16;[5/5/300,6/5/300,7/5/300,8/5/300];false;false
enemyDefaultArtilleryExplodingRight;assets/graphics/enemies/enemy_artillery.png;16;16;[5/6/300,6/6/300,7/6/300,8/6/300];false;false
enemyDefaultArtilleryExplodingDown;assets/graphics/enemies/enemy_artillery.png;16;16;[5/7/300,6/7/300,7/7/300,8/7/300];false;false
enemyDefaultArtilleryExplodingLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[5/8/300,6/8/300,7/8/300,8/8/300];false;false



enemyInGrassArtilleryInanimatedUp;assets/graphics/enemies/enemy_artillery.png;16;16;[0/0/500,2/0/500,1/0/500,3/0/500];true;true
enemyInGrassArtilleryInanimatedRight;assets/graphics/enemies/enemy_artillery.png;16;16;[0/1/500,2/1/500,1/1/500,3/1/500];true;true
enemyInGrassArtilleryInanimatedDown;assets/graphics/enemies/enemy_artillery.png;16;16;[0/2/500,2/2/500,1/2/500,3/2/500];true;true
enemyInGrassArtilleryInanimatedLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[0/3/500,2/3/500,1/3/500,3/3/500];true;true

enemyInGrassArtilleryAnimatedUp;assets/graphics/enemies/enemy_artillery.png;16;16;[5/0/300,6/0/300,7/0/300,8/0/300];true;true
enemyInGrassArtilleryAnimatedRight;assets/graphics/enemies/enemy_artillery.png;16;16;[5/1/300,6/1/300,7/1/300,8/1/300];true;true
enemyInGrassArtilleryAnimatedDown;assets/graphics/enemies/enemy_artillery.png;16;16;[5/2/300,6/2/300,7/2/300,8/2/300];true;true
enemyInGrassArtilleryAnimatedLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[5/3/300,6/3/300,7/3/300,8/3/300];true;true

enemyInGrassArtilleryShootingUp;assets/graphics/enemies/enemy_artillery.png;16;16;[0/5/300,1/5/300,2/5/300,1/5/300];true;true
enemyInGrassArtilleryShootingRight;assets/graphics/enemies/enemy_artillery.png;16;16;[0/6/300,1/6/300,2/6/300,1/6/300];true;true
enemyInGrassArtilleryShootingDown;assets/graphics/enemies/enemy_artillery.png;16;16;[0/7/300,1/7/300,2/7/300,1/7/300];true;true
enemyInGrassArtilleryShootingLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[0/8/300,1/8/300,2/8/300,1/8/300];true;true

enemyInGrassArtilleryExplodingUp;assets/graphics/enemies/enemy_artillery.png;16;16;[5/5/300,6/5/300,7/5/300,8/5/300];false;false
enemyInGrassArtilleryExplodingRight;assets/graphics/enemies/enemy_artillery.png;16;16;[5/6/300,6/6/300,7/6/300,8/6/300];false;false
enemyInGrassArtilleryExplodingDown;assets/graphics/enemies/enemy_artillery.png;16;16;[5/7/300,6/7/300,7/7/300,8/7/300];false;false
enemyInGrassArtilleryExplodingLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[5/8/300,6/8/300,7/8/300,8/8/300];false;false



enemyNoFeetArtilleryInanimatedUp;assets/graphics/enemies/enemy_artillery.png;16;16;[0/0/500,2/0/500,1/0/500,3/0/500];true;true
enemyNoFeetArtilleryInanimatedRight;assets/graphics/enemies/enemy_artillery.png;16;16;[0/1/500,2/1/500,1/1/500,3/1/500];true;true
enemyNoFeetArtilleryInanimatedDown;assets/graphics/enemies/enemy_artillery.png;16;16;[0/2/500,2/2/500,1/2/500,3/2/500];true;true
enemyNoFeetArtilleryInanimatedLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[0/3/500,2/3/500,1/3/500,3/3/500];true;true

enemyNoFeetArtilleryAnimatedUp;assets/graphics/enemies/enemy_artillery.png;16;16;[5/0/300,6/0/300,7/0/300,8/0/300];true;true
enemyNoFeetArtilleryAnimatedRight;assets/graphics/enemies/enemy_artillery.png;16;16;[5/1/300,6/1/300,7/1/300,8/1/300];true;true
enemyNoFeetArtilleryAnimatedDown;assets/graphics/enemies/enemy_artillery.png;16;16;[5/2/300,6/2/300,7/2/300,8/2/300];true;true
enemyNoFeetArtilleryAnimatedLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[5/3/300,6/3/300,7/3/300,8/3/300];true;true

enemyNoFeetArtilleryShootingUp;assets/graphics/enemies/enemy_artillery.png;16;16;[0/5/300,1/5/300,2/5/300,1/5/300];true;true
enemyNoFeetArtilleryShootingRight;assets/graphics/enemies/enemy_artillery.png;16;16;[0/6/300,1/6/300,2/6/300,1/6/300];true;true
enemyNoFeetArtilleryShootingDown;assets/graphics/enemies/enemy_artillery.png;16;16;[0/7/300,1/7/300,2/7/300,1/7/300];true;true
enemyNoFeetArtilleryShootingLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[0/8/300,1/8/300,2/8/300,1/8/300];true;true

enemyNoFeetArtilleryExplodingUp;assets/graphics/enemies/enemy_artillery.png;16;16;[5/5/300,6/5/300,7/5/300,8/5/300];false;false
enemyNoFeetArtilleryExplodingRight;assets/graphics/enemies/enemy_artillery.png;16;16;[5/6/300,6/6/300,7/6/300,8/6/300];false;false
enemyNoFeetArtilleryExplodingDown;assets/graphics/enemies/enemy_artillery.png;16;16;[5/7/300,6/7/300,7/7/300,8/7/300];false;false
enemyNoFeetArtilleryExplodingLeft;assets/graphics/enemies/enemy_artillery.png;16;16;[5/8/300,6/8/300,7/8/300,8/8/300];false;false




enemyDefaultScoutInanimatedDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyDefaultScoutInanimatedRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyDefaultScoutInanimatedUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyDefaultScoutInanimatedLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyDefaultScoutAnimatedDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyDefaultScoutAnimatedRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyDefaultScoutAnimatedUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyDefaultScoutAnimatedLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyDefaultScoutShootingDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyDefaultScoutShootingRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyDefaultScoutShootingUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyDefaultScoutShootingLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyDefaultScoutExplodingDown;assets/graphics/enemies/enemy_scout.png;16;16;[5/0/25,6/0/25,7/0/25,8/0/25];false;false
enemyDefaultScoutExplodingRight;assets/graphics/enemies/enemy_scout.png;16;16;[5/2/25,6/2/25,7/2/25,8/2/25];false;false
enemyDefaultScoutExplodingUp;assets/graphics/enemies/enemy_scout.png;16;16;[5/1/25,6/1/25,7/1/25,8/1/25];false;false
enemyDefaultScoutExplodingLeft;assets/graphics/enemies/enemy_scout.png;16;16;[5/3/25,6/3/25,7/3/25,8/3/25];false;false

enemyInGrassScoutInanimatedDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyInGrassScoutInanimatedRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyInGrassScoutInanimatedUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyInGrassScoutInanimatedLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyInGrassScoutAnimatedDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyInGrassScoutAnimatedRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyInGrassScoutAnimatedUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyInGrassScoutAnimatedLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyInGrassScoutShootingDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyInGrassScoutShootingRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyInGrassScoutShootingUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyInGrassScoutShootingLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyInGrassScoutExplodingDown;assets/graphics/enemies/enemy_scout.png;16;16;[5/0/25,6/0/25,7/0/25,8/0/25];false;false
enemyInGrassScoutExplodingRight;assets/graphics/enemies/enemy_scout.png;16;16;[5/2/25,6/2/25,7/2/25,8/2/25];false;false
enemyInGrassScoutExplodingUp;assets/graphics/enemies/enemy_scout.png;16;16;[5/1/25,6/1/25,7/1/25,8/1/25];false;false
enemyInGrassScoutExplodingLeft;assets/graphics/enemies/enemy_scout.png;16;16;[5/3/25,6/3/25,7/3/25,8/3/25];false;false

enemyNoFeetScoutInanimatedDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyNoFeetScoutInanimatedRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyNoFeetScoutInanimatedUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyNoFeetScoutInanimatedLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyNoFeetScoutAnimatedDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyNoFeetScoutAnimatedRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyNoFeetScoutAnimatedUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyNoFeetScoutAnimatedLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyNoFeetScoutShootingDown;assets/graphics/enemies/enemy_scout.png;16;16;[0/0/100,1/0/100,2/0/100,3/0/100];true;true
enemyNoFeetScoutShootingRight;assets/graphics/enemies/enemy_scout.png;16;16;[0/2/100,1/2/100,2/2/100,3/2/100];true;true
enemyNoFeetScoutShootingUp;assets/graphics/enemies/enemy_scout.png;16;16;[0/1/100,1/1/100,2/1/100,3/1/100];true;true
enemyNoFeetScoutShootingLeft;assets/graphics/enemies/enemy_scout.png;16;16;[0/3/100,1/3/100,2/3/100,3/3/100];true;true

enemyNoFeetScoutExplodingDown;assets/graphics/enemies/enemy_scout.png;16;16;[5/0/25,6/0/25,7/0/25,8/0/25];false;false
enemyNoFeetScoutExplodingRight;assets/graphics/enemies/enemy_scout.png;16;16;[5/2/25,6/2/25,7/2/25,8/2/25];false;false
enemyNoFeetScoutExplodingUp;assets/graphics/enemies/enemy_scout.png;16;16;[5/1/25,6/1/25,7/1/25,8/1/25];false;false
enemyNoFeetScoutExplodingLeft;assets/graphics/enemies/enemy_scout.png;16;16;[5/3/25,6/3/25,7/3/25,8/3/25];false;false





enemyDefaultFloaterInanimatedDown;assets/graphics/enemies/enemy_floater.png;16;16;[0/0/500,1/0/500,2/0/500,1/0/500];true;true
enemyDefaultFloaterInanimatedUp;assets/graphics/enemies/enemy_floater.png;16;16;[0/1/500,1/1/500,2/1/500,1/1/500];true;true
enemyDefaultFloaterInanimatedLeft;assets/graphics/enemies/enemy_floater.png;16;16;[0/2/500,1/2/500,2/2/500,1/2/500];true;true
enemyDefaultFloaterInanimatedRight;assets/graphics/enemies/enemy_floater.png;16;16;[0/3/500,1/3/500,2/3/500,1/3/500];true;true

enemyDefaultFloaterAnimatedDown;assets/graphics/enemies/enemy_floater.png;16;16;[0/0/500];true;true
enemyDefaultFloaterAnimatedUp;assets/graphics/enemies/enemy_floater.png;16;16;[0/1/500];true;true
enemyDefaultFloaterAnimatedLeft;assets/graphics/enemies/enemy_floater.png;16;16;[0/2/500];true;true
enemyDefaultFloaterAnimatedRight;assets/graphics/enemies/enemy_floater.png;16;16;[0/3/500];true;true

